Sigla;Nome;Responsável
UNIVÁS;APLICATIVO MÓVEL PARA ORIENTAÇÕES PRÁTICAS SOBRE A PROMOÇÃO DO ENVELHECIMENTO SUSTENTÁVEL;DIBA MARIA SEBBA TOSTA DE SOUZA
UEPA;IIMPLANTAÇÃO DE CENTRO DE BIOECONOMIA E BIOTECNOLOGIA MÉDICA DA AMAZÔNIA - CBBMA;JUAREZ ANTONIO SIMOES QUARESMA
UNESC;Tecnologia Social para Estruturação de Rede de Atenção em Saúde do Trabalhador;WILLIANS CASSIANO LONGEN
UFOP;"Ouro Preto cidade criativa – Artes Populares e Artesanato: Plano de Desenvolvimento da Economia Criativa (PDEC) para Ouro Preto; candidatura Unesco";ALISSANDRA NAZARETH DE CARVALHO
UEA;Produzir para conservar: Fortalecimento da cadeia de sementes e mudas de Pau-Rosa (Aniba spp., Lauraceae) pelos produtores do Rio Paracuni;PAULO DE TARSO BARBOSA SAMPAIO
UNIVASSOURAS;Reaproveitamento dos subprodutos da produção do biodiesel para produção de concretos e pisos táteis;CRISTIANE DE SOUZA SIQUEIRA PEREIRA
UNIVALI;Capacitação familiar digital: Manejo de Seletividade Alimentar em Crianças com Transtorno do Espectro Autista;JOAO RODRIGO MACIEL PORTES
UFABC;Indústria 4.0 e transformação digital no Brasil: mudanças do formato de trabalho em um país emergente;SILVIA NOVAES ZILBER TURRI
USP;N07.16.01 - Desenvolvimento de materiais luminescentes poliméricos para aplicação  industrial. Processos de síntese e modificação de polímeros por meio de dopagem com complexos de terras raras.;DUCLERC FERNANDES PARRA
UNITAU;SISTEMAS ECOEFICIENTES PROMOTORES DE REDUÇÃO DE GASES DE EFEITO ESTUFA E REUSO DE ÁGUAS;EDERALDO GODOY JUNIOR
USP;N07.17.03 - Bioacessibilidade de metais presentes em alimentos.;JORGE EDUARDO DE SOUZA SARKIS
UEA;Desenvolvimento de terapia genética baseada em vetor viral multi alvo para tratamento do câncer cervical causado pelo HPV;SPARTACO ASTOLFI FILHO
UEA;Desenvolvimento de terapia genética baseada em vetor viral multialvo para o tratamento do Alzheimer;SPARTACO ASTOLFI FILHO
UFABC;Plataforma de monitoramento e amostragem de recursos hidrobiológicos através do desenvolvimento de um robô subaquático customizado com técnicas avançadas de deep learning    computer vision. Caso de aplicação: Cultivo de vieiras marinhas;JUAN PABLO JULCA AVILA
USP;N07.17.02 - Biomonitores;JORGE EDUARDO DE SOUZA SARKIS
MACKENZIE;CURATIVO AVANÇADO PARA LIBERAÇÃO CONTROLADA DE ATIVOS ACOPLADO A SENSOR ELÉTRICO-ELETROQUÍMICO A BASE DE GRAFENO PARA MONITORAMENTO DE CICATRIZAÇÃO DE FERIDAS EM TEMPO REAL;ARYEL HEITOR FERREIRA
UECE;Estudos metabolômicos de culturas agrícolas e desenvolvimento de ativos agroindustriais para fins agrícolas, alimentícios e farmacêuticos.;KIRLEY MARQUES CANUTO
IFES;Exploração sustentável de rejeitos da produção da pimenta rosa;LUCIANO MENINI
IFG;Educação Sustentável: Integrando Energias Renováveis, Gestão de Resíduos e Inovação Tecnológica no Ensino Básico;WARDE ANTONIETA DA FONSECA ZANG
FIOCRUZ;L2P3 - AVALIAÇÃO E IMPACTOS DE NOVAS TECNOLOGIAS;ARMI WANDERLEY DA NOBREGA
IFES;ResAgro - Solução tecnológica para aproveitamento de resíduos industriais na agricultura;SAVIO DA SILVA BERILLI
UFPA;VALORIZAÇÃO DAS CADEIAS PRODUTIVAS SUSTENTÁVEIS DE AÇAÍ (EUTERPE OLERACEA, MART) E TUCUMÃ (ASTROCARYUM ACULEATUM) NO PARÁ E AMAZONAS VIA PRODUÇÃO DE BIO-ÓLEOS, COMPOSTOS BIOATIVOS, GASOLINA, QUEROSENE E DIESEL VERDES, BIOCARVÃO, E LIGANTES DE ASFALTO;NELIO TEIXEIRA MACHADO
UFPA;INCT – PROSPECÇÃO DE BIOCOMPOSTOS COM POTENCIAL AÇÃO CONTRA AGENTES INFECCIOSOS EMERGENTES E/OU RESISTENTES PARA OBTENÇÃO DE PRODUTOS FARMACÊUTICOS.;MARTA CHAGAS MONTEIRO
INPE;DESENVOLVIMENTO DA MISSÃO RAIOSAT;KLEBER PINHEIRO NACCARATO
UNIFESP;APLICATIVO MÓVEL COM DESCRIÇÕES  CIRÚRGICAS PARA RESIDENTES EM CIRURGIA PLÁSTICA;JOSE DA CONCEICAO CARVALHO JUNIOR
EBMSP;EHeartEX: Utilizando a IA para Prescrição de Exercícios e Monitoramento da Frequência Cardíaca em Programas de Reabilitação Cardiovascular;GERSON CIPRIANO JUNIOR
USJT;Robotic magnetic orientation of steel fibers as a strategy for reinforcing concrete elements: development, physical-mechanical characterization and image analyses;DIMAS ALAN STRAUSS RAMBO
UFCG;Advanced Intelligent Channels - Fase III;LEANDRO BALBY MARINHO
FIOCRUZ;L1P5 - AVALIAÇÃO, VALIDAÇÃO E DESENVOLVIMENTO DE MODELOS DE GESTÃO PARA VIGILÂNCIA SANITÁRIA;ISABELLA FERNANDES DELGADO
FICSAE;Avaliação do impacto clínico de diferentes práticas de Telemedicina em Unidades de Terapia Intensiva: ensaio clínico randomizado em cluster (ensaio de implementação escalonada - stepped-wedge factorial) - Telescope Trial II;ADRIANO JOSE PEREIRA
UEMG;Paisagens artificiais: convergências entre Inteligência Artificial, IoT, Comunicação 5G e Cidade Inteligente;PABLO ALEXANDRE GOBIRA DE SOUZA RICARDO
FIOCRUZ;L2P3 - AVALIAÇÃO E IMPACTOS DE TRANSGÊNICOS E NOVAS TECNOLOGIAS;ARMI WANDERLEY DA NOBREGA
LNCC;ESCALABIDADE DE APLICAÇÕES METEOROLÓGICAS EM COMPUTAÇÃO DE ALTO DESEMPENHO;CARLA OSTHOFF FERREIRA DE BARROS
UFMG;RFGQ Desenvolvimento de sistemas para diagnóstico, prognóstico e responsividade a tratamentos de tumores hematológicos e não hematológicos adultos e pediátricos;RAFAELLA FORTINI GRENFELL E QUEIROZ
FIOCRUZ-IRR, FIOCRUZ MG;PRIME-NanoMed: Polo Mineiro de Referência em Inovação de Materiais Estratégicos para Nanomedicina;CARLOS EDUARDO CALZAVARA SILVA
CNEN/IEN;PESQUISA E DESENVOLVIMENTO EM SISTEMAS NUCLEARES AVANÇADOS;PAULO AUGUSTO BERQUO DE SAMPAIO
SBF;Desenvolvimento de kits experimentais de física para alunos com deficiência visual;FERNANDA CARLA LIMA FERREIRA
UFMT;Biocurativo: A cura das feridas com fitoterápico e melatonina;ANDRE HENRIQUE FURTADO TORRES
IFBAIANO;FORTALECIMENTO DE UMA ESTRUTURA DE PESQUISA MULTICAMPI DESENVOLVIDA PELO INSTITUTO FEDERAL BAIANO;ALISSON JADAVI PEREIRA DA SILVA
UFMG;BANCO DE ENSAIOS PARA FREIOS AUTOMOTIVOS;JUAN CARLOS HORTA GUTIERREZ
SBF;Inovação no Ensino de Física  (Polo 16-FCT/UNESP);DEUBER LINCON DA SILVA AGOSTINI
UFR;Aeronaves Remotamente Pilotadas como estratégia de fiscalização de queimadas e monitoramento da restauração ecológica emáreas protegidas;NORMANDES MATOS DA SILVA
UFR;Geotecnologias para diagnóstico e intervenção em áreas degradadas no Cerrado e Pantanal;NORMANDES MATOS DA SILVA
USP-SÃO CARLOS;Sistema de navegação e inspeção autônoma de pátios de armazenamento de bobinas utilizando robôs quadrúpedes;THIAGO BOAVENTURA CUNHA
UFCG;Application Information Hub;FRANCISCO VILAR BRASILEIRO
UFMT;Efeitos imunobiológicos da Geotinta: uma inovação tecnológica ambientalmente correta e sustentável de utilização de resíduos de mineração;EDUARDO LUZIA FRANCA
UEPG;PROCESSAMENTO E CARACTERIZAÇÃO DE LIGAS METÁLICAS PRODUZIDAS POR MANUFATURA ADITIVA;OSVALDO MITSUYUKI CINTHO
UFCG;InovaTCE;CLAUDIO DE SOUZA BAPTISTA
UEPG;UEPG 3D: LABORATÓRIO ABERTO DE PROTOTIPAGEM E ESPAÇO COMPARTILHADO;OSVALDO MITSUYUKI CINTHO
UNIVÁS;AVALIAÇÃO HISTOLÓGICA DO CIMENTO PBS CIMMO® NO PREENCHIMENTO DE FALHA ÓSSEA: ESTUDO EXPERIMENTAL EM RATOS;JOSE DIAS DA SILVA NETO
UFCG;SYNTAX;CLAUDIO DE SOUZA BAPTISTA
UMC;UTILIZAÇÃO E DESENVOLVIMENTO DE RECURSOS EM TECNOLOGIA EM SAÚDE PARA MELHORAR A QUALIDADE DE VIDA;HELIO MARTUCCI NETO
UTFPR;NURECOMB - Núcleo Multiusuário Avançado para Desenvolvimento de Proteínas Recombinantes;AMERICO WAGNER JUNIOR
UEL;Desenvolvimento de produtos farmacêuticos contendo moléculas bioativas com ação antimicroiana e antioxidante para queimadura;RENATA KATSUKO TAKAYAMA KOBAYASHI
UEL;Desenvolvimento de produtos farmacêuticos contendo moléculas bioativas com ação antimicroiana e antioxidante para queimadura;RENATA KATSUKO TAKAYAMA KOBAYASHI
UNIFEI;Marcelo de Paula Correa (resp.) 2022. L'ORÉAL FRANCE.   SOLUVCC (RAYONNEMENT SOLAIRE UV ET IR ET CHANGEMENT CLIMATIQUE / RADIAÇÃO SOLAR UV E IR E AS MUDANÇAS CLIMÁTICAS);MARCELO DE PAULA CORREA
UEL;Prospecção científica e tecnológica para o desenvolvimento sustentável de bioativos antimicrobianos a partir de resíduos de plantas da Amazônia;RENATA KATSUKO TAKAYAMA KOBAYASHI
UAM;S.O.S. Mobilidade Corporativa! Como integrar a realidade e o multiverso?;ELIZABETH KYOKO WADA
UFPR;Sistema de Informação para o suporte a gestão de operações e manutenção;EDUARDO ALVES PORTELA SANTOS
UFPR;Sistema de informação de chão de fábrica: técnicas e ferramentas para auxílio a gestão da manutenção;EDUARDO ALVES PORTELA SANTOS
UFR;USO DA TECNOLOGIA NA ESTRATÉGIA SAÚDE DA FAMÍLIA: CRIANDO VÍNCULO E COMPARTILHANDO CONHECIMENTO NO CONTEXTO DA PANDEMIA COVID-19;DEBORA APARECIDA DA SILVA SANTOS
IFRS;Capacitação empresarial em sistemas de gestão da qualidade e segurança de alimentos nas vinícolas no Brasil;TATIANE PELLIN CISLAGHI
UFPR;Proposta de programa para o estudo, desenvolvimento e aplicação de novas tecnologias para o aprimoramento de processos com ênfase na melhoria da qualidade final dos produtos e aumento da eficiência produtiva da Renault do Brasil;EDUARDO ALVES PORTELA SANTOS
UFPR;Otimização no Gerenciamento de Ativos e Gerenciamento da Manutenção na Indústria 4.0;EDUARDO ALVES PORTELA SANTOS
FURG;Levantes: Sistema de monitoramento e acionamento inteligente de bombas para irrigação por inundação em lavouras de arroz;VAGNER SANTOS DA ROSA
UFSCAR;PROJETO DE INOVAÇÃO: FRAGILIZAÇÃO HIDROGÊNIO TITÂNIO;CLAUDEMIRO BOLFARINI
IFRS;Desenvolvimento de plataforma para autoavaliação da sustentabilidade na vitivinicultura;SHANA SABBADO FLORES
UFSCAR;PROJETO DE INOVAÇÃO: INVESTIGAÇÃO DA INFLUÊNCIA DO TAMANHO DE PARTÍCULAS E MODIFICAÇÃO QUÍMICA NA EFICIÊNCIA DE UMA NOVA CLASSE DE ACELERADORES PARA VULCANIZAÇÃO DE BORRACHAS;CARLOS HENRIQUE SCURACCHIO
UFSCAR;PROJETO DE INOVAÇÃO: Biomimetização de tecido vegetal;ALESSANDRA DE ALMEIDA LUCAS
UFV;Prospecção de peptídeos, proteínas e metabólitos bioativos em microbiomas de interesse agrícola e veterinário;TIAGO ANTONIO DE OLIVEIRA MENDES
UNEMAT-BARRA DO BUGRES;AraguaiaBiotech - Laboratório de Inovação Biotecnológica;JOAQUIM MANOEL DA SILVA
UEMA;Rede de Voz sobre IP para os Campus da UEMA_Projeto VoIP Uema;CARLOS HENRIQUE RODRIGUES DE OLIVEIRA
IFRS;IGS: Prospecção, inovação e Sustentabilidade em indicações geográficas;SHANA SABBADO FLORES
UNOESTE;Plataforma Digital Educacional ?Be Active?: análise de processos formativos contemporâneos;DANIELLE APARECIDA DO NASCIMENTO DOS SANTOS
FIOCRUZ;Implantação de um Hub de Desenvolvimento e Produção da Vacina RNA para COVID-19 de Bio-Manguinhos;PATRICIA CRISTINA DA COSTA NEVES
UNIVASSOURAS;Aplicativo para suporte ao atendimento do cão ou gato em sepse.;EDUARDO BUTTURINI DE CARVALHO
UFPE;PDT e Trans Tech: Tech-Hansen: LAFEPE-Hanseníase: Desenvolvimento de método analítico simultâneo indicativo de estabilidade para o novo medicamento associado de dapsona e clofazimina.;JOSE LAMARTINE SOARES SOBRINHO
UDESC;Maker Lab: Laboratório de Prototipagem Aberto de Sistemas Embarcados do Hub de Inovação;YURI KASZUBOWSKI LOPES
UFCG;Nufuturo;JOAO ARTHUR BRUNET MONTEIRO
UFABC;Desenvolvimento de alternativas sustentáveis e tecnológicas para têxteis automotivos;MATHILDE JULIENNE GISELE CHAMPEAU
UFS;DESENVOLVIMENTO DE MEIO DE CULTURA ALTERNATIVO A BASE DE MANIPUEIRA PARA MICRORGANISMOS PROBIÓTICOS;RAFAEL CIRO MARQUES CAVALCANTE
UFTM;Desenvolvimento de fertilizantes foliares de alta performance com tecnologia de sistemas nanoparticulados;HAMILTON CESAR DE OLIVEIRA CHARLO
UEFS;Enzimas no semiárido baiano: Aplicações biotecnológicas como diferencial para o setor produtivo de alimentos da região - Programa de Pós-graduação em Biotecnologia-UEFS;RAQUEL GUIMARAES BENEVIDES
UFCA;SISTEMA INTELIGENTE PARA MONITORAMENTO E CONTROLE HIDROPÔNICO;ANA CELIA MAIA MEIRELES
UFCG;CART+: Recomendação Contextual em Ambientes Veiculares;LEANDRO BALBY MARINHO
UEL;Desenvolvimento de um protótipo de aplicativo móvel para aprimoramento das funções cognitivas em idosos;MARA SOLANGE GOMES DELLAROZA
UEM;Processos na indústria de alimentos;TATIANA COLOMBO PIMENTEL
FIOCRUZ;Acurácia de um nanodispositivo flexível baseado em sondas de DNA e polímeros condutores para diagnóstico ultrassensível de oncogenes quiméricos associados à leucemia linfoide da criança em unidades de saúde do Brasil e decisão terapêutica no âmbito do pro;NORMA LUCENA CAVALCANTI LICINIO DA SILVA
UERN;PELOS CAMINHOS DA INTERDISCIPLINARIDADE: EXTENSÃO, INTERNACIONALIZAÇÃO E DESENVOLVIMENTO HUMANO E SOCIAL -  Programa de Redução de Assimetrias da Pós-Graduação (PRAPG);KARLLA CHRISTINE ARAUJO SOUZA
FIOCRUZ;Avaliação dos adipócitos como reservatório para o Trypanosoma cruzi e sua relação com a resistência a drogas tripanocidas;VIRGINIA MARIA BARROS DE LORENA
USCS;Centro de Inovação INOVA USCS para desenvolvimento regional;MARIA DO CARMO ROMEIRO
UNIVÁS;APLICATIVO PARA AVALIAÇÃO ANTROPOMÉTRICA;ADRIANA RODRIGUES DOS ANJOS MENDONCA
UNIVÁS;PROTÓTIPO DE MÉDIA FIDELIDADE PARA ABERTURA DE FRASCOS-AMPOLA DE VIDRO;ADRIANA RODRIGUES DOS ANJOS MENDONCA
UNIVÁS;MEDIDOR DE UMIDADE PARA BOLSAS DE COLOSTOMIA;ADRIANA RODRIGUES DOS ANJOS MENDONCA
UNIVÁS;SENSOR DE UMIDADE PARA PREVENÇÃO DE DERMATITE DAS FRALDAS;ADRIANA RODRIGUES DOS ANJOS MENDONCA
UNIVASSOURAS;Desenvolvimento de recipiente para cura de umbigo de bezerros neonatos.;LEILA CARDOZO
UNIVASSOURAS;Desenvolvimento de aplicativo de banco de imagens para auxílio de US de cães e gatos.;GUSTAVO MENDES GOMES
UFMT;Usando inteligência artificial como auxílio em estudos palinológicos na Amazônia;SILANE APARECIDA FERREIRA DA SILVA CAMINHA
UCS;DESENVOLVIMENTO DE MÉTODOS MOLECULARES DE ANÁLISE LABORATORIAL E ESTUDO EPIDEMIOLÓGICO DOS RETROVÍRUS FELINOS FELV (FELINE LEUKEMIA VIRUS) E FIV (FELINE IMMUNODEFICIENCY VIRUS);ANDRE FELIPE STRECK
UNIVASSOURAS;Dispositivo pra redução de fratura de ílio e confecção de POP para auxiliar no diagnóstico.;RENATA FERNANDES FERREIRA
UFMT;Avaliação do potencial de reservatórios não convencionais vulcânicos para o sequestro e armazenamento de CO2 antropogênico a partir da mineralização de carbonatos;LUCAS DE MAGALHAES MAY ROSSETTI
UNIVASSOURAS;Simulador para ensino e treinamento no diagnóstico e tratamento do abdome agudo equino.;ERICA CRISTINA ROCHA ROIER
UNIVASSOURAS;Desenvolvimento de nebulizador para equinos e ebook para diagnóstico de afecções respiratório de equinos.;ERICA CRISTINA ROCHA ROIER
UEL;Inovações Tecnológicas e Terapias Integrativas e Complementares na Assistência Obstétrica;CATIA CAMPANER FERRARI BERNARDY
UNIVASSOURAS;Dispositivo para injeção intraovariana de PRP em matrizes bovinas destinadas a produção in vitro de embioões e ETF.;ANA PAULA MARTINEZ DE ABREU
UFU;PLATAFORMAS NANOBIOTECNOLÓGICAS PARA DETECÇÃO DE DOENÇAS INFECCIOSAS;ROBINSON SABINO DA SILVA
UCS;TEXTENE EMBRAPII;DIEGO PIAZZA
UCS;GRAPHFILTER;DIEGO PIAZZA
UCS;COMPAG;DIEGO PIAZZA
UCS;Blindar FINEP;ADEMIR JOSE ZATTERA
UCS;TOGRAPH;DIEGO PIAZZA
UCS;IMOGRAFENO;JADNA CATAFESTA
UFC;Programa Capacidades Analíticas – PCA;FISCHER JONATAS FERREIRA
UFRN;Desenvolvimento de geopolímeros ecológicos à base de metacaulim para cimentação e abandono de poços de petróleo-MGeo;JULIO CEZAR DE OLIVEIRA FREITAS
UNIVASSOURAS;CRIAÇÃO DE SONDA DE URETEROCISTOSCOPIA E CONFECÇÃO DE UM LIVRO SOBRE AS TÉCNICAS DIAGNÓSTICAS APLICADAS A URETEROLITÍASES EM FELINOS.;RENATA FERNANDES FERREIRA
UFJF;DESENVOLVIMENTO DE ONTOLOGIA NO DOMÍNIO DE OBJETOS DE APRENDIZAGEM;FERNANDA CLAUDIA ALVES CAMPOS
UCS;GRAFIMEC;DIEGO PIAZZA
UFSM;Soluções de propulsão a hidrogênio para motores de combustão interna de máquinas agrícolas;MARIO EDUARDO SANTOS MARTINS
UFERSA;Desenvolvimento de campanha, de recursos digitais e de capacitação orientados para o desenvolvimento urbano sustentável (traDUS);ALMIR MARIANO DE SOUSA JUNIOR
UFERSA;REGULARIZAÇÃO FUNDIÁRIA URBANA DAS UNIDADES HABITACIONAIS DOS DIVERSOS MUNICÍPIOS QUE COMPÕEM O ESTADO DO RIO GRANDE DO NORTE REURB-S;ALMIR MARIANO DE SOUSA JUNIOR
ITA;FINEP 01.22.0255.00 Projeto PROPHIPER (Tecnologias para voo hipersônico);LUCAS GALEMBECK
UNIVÁS;APLICATIVO PARA ORIENTAÇÃO DO USO DE PLANTAS MEDICINAIS E FITOTERÁPICOS EM CIRURGIA PLÁSTICA;DANIELA FRANCESCATO VEIGA
UFPB-JOÃO PESSOA;"Soluções em ""Data Diplomacy"" Aplicadas ao Desenvolvimento Energético Sustentável da Paraíba e do Mundo";HENRY IURE DE PAIVA SILVA
UNICHRISTUS;Desenvolvimento de Instrumentais para cirurgias ortopédicas;ABRAHAO CAVALCANTE GOMES DE SOUZA CARVALHO
UNIVÁS;I AM CARDIO APP: DESENVOLVIMENTO DE UM APLICATIVO PARA ORIENTAÇÃO NO PRIMEIRO ATENDIMENTO À SÍNDROME CORONARIANA AGUDA;DANIELA FRANCESCATO VEIGA
UMC;Desenvolvimento de métodos para diagnóstico de interesse nacional no âmbito da saúde e processos biotecnológicos - Laboratorial e Point of Care;FABIANO BEZERRA MENEGIDIO
UFRGS;TideSat – uma startup de sensoriamento remoto geodésico;FELIPE GEREMIA NIEVINSKI
UNICHRISTUS;DESENVOLVIMENTO DE UM APLICATIVO PARA AUXILIAR NA IDENTIFICAÇÃO, AVALIAÇÃO E TRATAMENTO DA DIÁSTASE ABDOMINAL PÓS PARTO;INGRID CORREIA NOGUEIRA
UNIVÁS;MANUAL PARA ORIENTAÇÃO DO RASTREIO DE CÂNCER COLORRETAL EM FAMILIARES COM HISTÓRIA POSITIVA PARA A DOENÇA;TAYLOR BRANDAO SCHNAIDER
UNESP-ARAÇATUBA;Desenvolvimento de revestimentos a base de biomaterial para integração de tecido mole e prevenção/tratamento de infecções relacionadas `a implantes.;ERICA DORIGATTI DE AVILA
IFSUL;Estudo de biocarvões obtidos a partir pirólise da casca do arroz para adsorção de Fármacos;PEDRO JOSE SANCHES FILHO
FIOCRUZ;Arranjo Imunogenético da COVID-19: Imunofenotipagem em larga escala com interpretação por inteligência artificial.;CHRISTIAN ROBSON DE SOUZA REIS
UFT;Utilização de populações monosexo de tambaquis para subsidiar a inclusão produtiva de piscicultores familiares em mercados;FLAVIA TAVARES DE MATOS
IFCE;Desenvolvimento de sistema embarcado para monitoramento de processo fotocatalítico para geração de H2V com dióxido de titânio dopado com platina;BRUNO CESAR BARROSO SALGADO
USCS;COLEÇÃO HIPERMEMO DIGITAL – REPOSITÓRIO DE IMAGENS E NARRATIVAS DE HISTÓRIAS DE VIDA NAS CIDADES DO GRANDE ABC PAULISTA;PRISCILA FERREIRA PERAZZO
FACPP;Novas Metodologias e/ou Tecnologias na Clínica Odontológica;PAULO ROBERTO BARROSO PICANCO
IFRS;Gestão estratégica na viticultura familiar;RAQUEL BREITENBACH
UEL;MÉTODOS E PLANOS DE AÇÕES PARA A MITIGAÇÃO DE ESPUMA GERADA NA PRODUÇÃO DE BIOGÁS EM BIODIGESTORES INDUSTRIAIS;DEIZE DIAS LOPES
UEL;AVALIAÇÃO INTEGRADA DE SISTEMAS DE REAPROVEITAMENTO ENERGÉTICO A PARTIR DE SUBPRODUTOS DA INDÚSTRIA DE FÉCULA DE MANDIOCA;DEIZE DIAS LOPES
UFRJ;Projeto LABTRAT - Processos Oxidativos Avançados aplicados ao tratamento de resíduos de laboratório de graduação.;PAULA MACEDO LESSA DOS SANTOS
FURB;AGIT - Da invenção ao ambiente dos negócios - Fase II;VINICYUS RODOLFO WIGGERS
FIOCRUZ;Gamificação e Realidade Virtual na capacitação de estudantes de graduação e pós-graduação para o manejo de animais na pesquisa biomédica;KLENA SARGES MARRUAZ DA SILVA
UFSC;PROJETO MUNICIPA2030 SISTEMA TUTORIAL BASEADO EM JOGOS SÉRIOS PARA CAPACITAÇÃO E CONSCIENTIZAÇÃO SOBRE A AGENDA 2030;RITA DE CASSIA ROMEIRO PAULINO
UFBA;Aplicação da nanotecnologia para fortalecimento da valorização das diferentes partes do Pilosocereus pachycladus: mucilagem como material encapsulante na preservação de compostos bioativos extraídos dos frutos;DEBORAH MUROWANIECKI OTERO
MACKENZIE;CRIAÇÃO DE UMA NOVA FERRAMENTA DE QUEBRA DE COCO DE BABAÇU.;ROSANA MARIA PIRES BARBATO SCHWARTZ
UEL;Sistema Integrado de Simulação de Doenças – SISD;PAULO ANTONIO LIBONI FILHO
UFPEL;Aumento de Estabilidade e Aumento de Escala de Células Solares de Perovskitas Impressas;SERGIO DA SILVA CAVA
UEMA;COMÉRCIO DE ALIMENTOS NO TERMINAL DO CUJUPE: condições higiênico-sanitárias, segurança alimentar e proposta de intervenção educativa como promoção do trabalho decente e do crescimento econômico;NANCYLENI PINTO CHAVES
IFSUL;Influência das madeiras brasileiras no envelhecimento de vinhos tintos: aspectos tecnológicos, sensoriais e analíticos;RICARDO LEMOS SAINZ
UFMT;Desenvolvimento de materiais de baixo impacto utilizando biocarvão em sua composição.;ALEX NEVES JUNIOR
IFSUL;Uso de bagaço de Vinificação para Obtenção de Bioetanol;RICARDO LEMOS SAINZ
EBMSP;APRIMORAMENTO E VALIDAÇÃO DE TECNOLOGIA INFORMATIVA PARA PREPARO E REALIZAÇÃO DE ECOCARDIOGRAMA TRANSESOFÁGICO;ATSON CARLOS DE SOUZA FERNANDES
